OBJECTID,Planning Region,ARC Modeling Area,Geographic ID for geographic unit,Logical record number,Summary level of geographic unit,Geography Vintage,Name of geographic unit,"# Total population, 2021","# Total population, 2021 (MOE)","# Area, square miles, 2021","Population density (people per square mile), 2021",Shape__Area,Shape__Length
2193,Atlanta Regional Commission,Yes,13089023326,1960,Tract,2020,"Census Tract 233.26, DeKalb County",4030,1224,0.681052,5917.3,18976561.2763672,24325.8461726876
2194,Atlanta Regional Commission,Yes,13089023329,1963,Tract,2020,"Census Tract 233.29, DeKalb County",3566,741,2.547184,1400,70973411.3022461,44761.290702653
2195,Atlanta Regional Commission,Yes,13089023323,1957,Tract,2020,"Census Tract 233.23, DeKalb County",3875,719,1.472125,2632.2,41018715.920166,31993.2845545396
2196,Atlanta Regional Commission,Yes,13089023322,1956,Tract,2020,"Census Tract 233.22, DeKalb County",3373,810,0.623812,5407.1,17381671.4941406,17979.9060691248
2197,Atlanta Regional Commission,Yes,13089023330,1964,Tract,2020,"Census Tract 233.30, DeKalb County",4304,2240,2.221276,1937.6,61892371.6894531,34653.9992045855
2198,Atlanta Regional Commission,Yes,13089023438,1984,Tract,2020,"Census Tract 234.38, DeKalb County",4748,702,1.336667,3552.1,37243619.4091797,35374.9539881827
2199,Atlanta Regional Commission,Yes,13089023327,1961,Tract,2020,"Census Tract 233.27, DeKalb County",7144,2195,1.018314,7015.5,28373584.060791,26765.753933346
2200,Southwest Georgia,No,13095000800,2027,Tract,2020,"Census Tract 8, Dougherty County",898,244,0.701305,1280.5,19531537.6251221,26059.3019701575
2201,Southwest Georgia,No,13095000900,2028,Tract,2020,"Census Tract 9, Dougherty County",2488,463,0.817933,3041.8,22779764.0114746,21059.3079892862
2202,Southwest Georgia,No,13095001100,2030,Tract,2020,"Census Tract 11, Dougherty County",4508,973,3.680526,1224.8,102504502.516724,48351.3052535646
2203,Coastal Regional Commission,No,13103030301,2093,Tract,2020,"Census Tract 303.01, Effingham County",8121,929,27.690319,293.3,772704807.839355,130842.436715852
2204,Coastal Regional Commission,No,13103030100,2086,Tract,2020,"Census Tract 301, Effingham County",3529,621,166.33041,21.2,4640956333.76636,373539.97477693
2205,Central Savannah River Area,No,13033950900,1168,Tract,2020,"Census Tract 9509, Burke County",1687,301,184.67436,9.1,5149043044.05225,416193.204175208
2206,Heart of Georgia Altamaha,No,13107970300,2111,Tract,2020,"Census Tract 9703, Emanuel County",4516,593,58.142788,77.7,1620894074.29712,180683.482948288
2207,Heart of Georgia Altamaha,No,13107970200,2110,Tract,2020,"Census Tract 9702, Emanuel County",1890,316,156.3022,12.1,4357618238.93628,357224.803867096
2208,Heart of Georgia Altamaha,No,13107970500,2114,Tract,2020,"Census Tract 9705, Emanuel County",1477,297,77.7687,19,2167646451.0459,307718.27677135
2209,Atlanta Regional Commission,Yes,13057091006,1386,Tract,2020,"Census Tract 910.06, Cherokee County",4729,426,1.874228,2523.2,52228409.4367676,31718.6222517281
2210,Atlanta Regional Commission,Yes,13057091101,1394,Tract,2020,"Census Tract 911.01, Cherokee County",6436,666,7.105491,905.8,198008453.784912,75336.8129156415
2211,Georgia Mountains,No,13147960300,2926,Tract,2020,"Census Tract 9603, Hart County",3679,773,36.831833,99.9,1026642523.08398,136305.43695367
2212,Georgia Mountains,No,13147960200,2925,Tract,2020,"Census Tract 9602, Hart County",3711,441,48.738506,76.1,1358572223.37183,174476.306204163
2213,Three Rivers,No,13149970100,2932,Tract,2020,"Census Tract 9701, Heard County",4410,415,90.849258,48.5,2532153292.99634,256227.658774055
2214,Three Rivers,No,13149970200,2933,Tract,2020,"Census Tract 9702, Heard County",3684,369,93.625671,39.3,2609072006.94995,301062.662093381
2215,Three Rivers,No,13149970300,2934,Tract,2020,"Census Tract 9703, Heard County",3346,443,116.72674,28.7,3252767744.72241,347572.511912835
2216,Southern Georgia,No,13017960200,1059,Tract,2020,"Census Tract 9602, Ben Hill County",1725,325,91.216034,18.9,2540935386.31567,277654.809634957
2217,Southern Georgia,No,13017960100,1058,Tract,2020,"Census Tract 9601, Ben Hill County",2966,490,116.54849,25.4,3246841552.35339,303414.765862184
2218,Southern Georgia,No,13017960400,1061,Tract,2020,"Census Tract 9604, Ben Hill County",4234,534,4.554991,929.5,126892269.838989,53509.077467791
2219,Southern Georgia,No,13277960900,3605,Tract,2020,"Census Tract 9609, Tift County",3032,412,38.498112,78.8,1072261226.74426,170883.953005412
2220,Southern Georgia,No,13277960700,3603,Tract,2020,"Census Tract 9607, Tift County",4902,630,9.493061,516.4,264402829.172729,79340.2537632928
2221,Southern Georgia,No,13277960800,3604,Tract,2020,"Census Tract 9608, Tift County",2094,381,40.270359,52,1121588125.53479,148739.052437597
2222,Southern Georgia,No,13277960500,3600,Tract,2020,"Census Tract 9605, Tift County",5064,710,58.020638,87.3,1616071398.93115,230766.244513527
2223,Southern Georgia,No,13277960100,3594,Tract,2020,"Census Tract 9601, Tift County",2098,441,63.096153,33.3,1757467536.87378,204327.684756668
2224,Southern Georgia,No,13277960200,3595,Tract,2020,"Census Tract 9602, Tift County",2735,531,39.297981,69.6,1094516613.30261,166232.590809391
2225,Middle Georgia,No,13235950300,3410,Tract,2020,"Census Tract 9503, Pulaski County",1264,373,100.24269,12.6,2792450934.36255,292224.866292954
2226,Middle Georgia,No,13235950100,3407,Tract,2020,"Census Tract 9501, Pulaski County",2850,712,85.211655,33.4,2373833736.10071,336384.299915742
2227,Atlanta Regional Commission,Yes,13113140304,2135,Tract,2020,"Census Tract 1403.04, Fayette County",6182,563,5.376447,1149.8,149799809.853516,53962.5762751506
2228,Atlanta Regional Commission,Yes,13113140307,2137,Tract,2020,"Census Tract 1403.07, Fayette County",5380,365,6.732034,799.2,187566814.094971,83383.8889363947
2229,Atlanta Regional Commission,Yes,13113140404,2141,Tract,2020,"Census Tract 1404.04, Fayette County",6429,690,5.499806,1169,153236282.050537,58038.5371290701
2230,Atlanta Regional Commission,Yes,13113140405,2142,Tract,2020,"Census Tract 1404.05, Fayette County",4254,428,7.893818,538.9,219936937.899414,85923.1449669983
2231,Atlanta Regional Commission,Yes,13113140403,2140,Tract,2020,"Census Tract 1404.03, Fayette County",5154,589,6.152284,837.7,171417049.978516,60353.9373476487
2232,Atlanta Regional Commission,Yes,13113140502,2148,Tract,2020,"Census Tract 1405.02, Fayette County",3785,397,27.922012,135.6,777942206.090332,139772.583043868
2233,Atlanta Regional Commission,Yes,13113140501,2147,Tract,2020,"Census Tract 1405.01, Fayette County",6522,622,28.315002,230.3,788899467.756104,159458.869470175
2234,Atlanta Regional Commission,Yes,13113140408,2144,Tract,2020,"Census Tract 1404.08, Fayette County",3741,640,6.132536,610,170862992.235352,68527.8818192307
2235,Atlanta Regional Commission,Yes,13113140102,2125,Tract,2020,"Census Tract 1401.02, Fayette County",6390,845,12.084801,528.8,336711582.77002,109765.238426395
2236,Atlanta Regional Commission,Yes,13113140406,2143,Tract,2020,"Census Tract 1404.06, Fayette County",3889,495,5.233994,743,145830076.320557,64786.4030127839
2237,Atlanta Regional Commission,Yes,13113140303,2134,Tract,2020,"Census Tract 1403.03, Fayette County",5258,594,5.760412,912.8,160497885.249512,78561.1519831347
2238,Atlanta Regional Commission,Yes,13113140203,2128,Tract,2020,"Census Tract 1402.03, Fayette County",6266,417,10.388146,603.2,289444015.95874,91847.9954920652
2239,Atlanta Regional Commission,Yes,13113140204,2129,Tract,2020,"Census Tract 1402.04, Fayette County",6058,795,16.231918,373.2,452264297.94165,111958.301091002
2240,Atlanta Regional Commission,Yes,13113140206,2130,Tract,2020,"Census Tract 1402.06, Fayette County",4353,415,5.557306,783.3,154840523.417725,69658.020451312
2241,Atlanta Regional Commission,Yes,13113140305,2136,Tract,2020,"Census Tract 1403.05, Fayette County",6249,843,10.110909,618,281711966.488525,76375.7021149712
2242,Southwest Georgia,No,13071970702,1714,Tract,2020,"Census Tract 9707.02, Colquitt County",2349,399,1.308612,1795,36443739.4877319,28687.8446081416
2243,Heart of Georgia Altamaha,No,13091960500,2014,Tract,2020,"Census Tract 9605, Dodge County",1832,463,94.754623,19.3,2640008630.88147,314213.905188533
2244,Heart of Georgia Altamaha,No,13091960600,2015,Tract,2020,"Census Tract 9606, Dodge County",1896,368,135.34467,14,3770541669.97656,329710.58195145
2245,Heart of Georgia Altamaha,No,13091960100,2009,Tract,2020,"Census Tract 9601, Dodge County",3424,712,61.087673,56.1,1701956532.59277,181591.681560487
2246,Heart of Georgia Altamaha,No,13091960400,2013,Tract,2020,"Census Tract 9604, Dodge County",3882,567,53.058144,73.2,1478265914.39514,193889.474956147
2247,Heart of Georgia Altamaha,No,13091960200,2010,Tract,2020,"Census Tract 9602, Dodge County",2699,519,62.131489,43.4,1731030817.1051,200882.519977242
2248,Northwest Georgia,No,13115000202,2150,Tract,2020,"Census Tract 2.02, Floyd County",3828,451,74.584595,51.3,2078870880.20435,314046.109904735
2249,Northwest Georgia,No,13213010204,3233,Tract,2020,"Census Tract 102.04, Murray County",4791,526,17.683163,270.9,492869932.336182,121141.204461313
2250,Northwest Georgia,No,13213010203,3232,Tract,2020,"Census Tract 102.03, Murray County",3593,613,12.041452,298.4,335626105.934814,102943.094875028
2251,Atlanta Regional Commission,Yes,13121002900,2267,Tract,2020,"Census Tract 29, Fulton County",2389,351,0.276108,8652.4,7693400.53393555,11978.6051324828
2252,Atlanta Regional Commission,Yes,13121010106,2387,Tract,2020,"Census Tract 101.06, Fulton County",3744,469,2.62666,1425.4,73191867.3015137,43916.7774222684
2253,Atlanta Regional Commission,Yes,13121010204,2408,Tract,2020,"Census Tract 102.04, Fulton County",5343,640,3.772677,1416.2,105125150.857178,57105.2649084701
2254,Atlanta Regional Commission,Yes,13121006602,2298,Tract,2020,"Census Tract 66.02, Fulton County",888,155,0.244265,3635.4,6806117.29467773,11328.3179909229
2255,Southern Georgia,No,13229960100,3388,Tract,2020,"Census Tract 9601, Pierce County",3172,486,106.23001,29.9,2961255836.1748,318058.621615379
2256,Southern Georgia,No,13229960200,3389,Tract,2020,"Census Tract 9602, Pierce County",1531,376,83.240311,18.4,2320100698.37646,256455.600431304
2257,Atlanta Regional Commission,Yes,13089021906,1887,Tract,2020,"Census Tract 219.06, DeKalb County",6058,1001,1.202886,5036.2,33516882.2307129,27981.4837241973
2258,Coastal Regional Commission,No,13191110101,3178,Tract,2020,"Census Tract 1101.01, McIntosh County",1202,471,135.55862,8.9,3781260763.12219,373454.123311665
2259,Coastal Regional Commission,No,13191110202,3182,Tract,2020,"Census Tract 1102.02, McIntosh County",1857,464,16.39946,113.2,457501363.76355,124578.41469918
2260,Southern Georgia,No,13017960502,1063,Tract,2020,"Census Tract 9605.02, Ben Hill County",4033,614,11.149495,361.7,310582674.932007,86918.5147240916
2261,Southern Georgia,No,13017960501,1062,Tract,2020,"Census Tract 9605.01, Ben Hill County",778,261,19.273558,40.4,536905044.606812,106660.874246494
2262,Heart of Georgia Altamaha,No,13023790302,1121,Tract,2020,"Census Tract 7903.02, Bleckley County",2333,339,30.863785,75.6,859835391.280151,122677.376271159
2263,Heart of Georgia Altamaha,No,13023790301,1120,Tract,2020,"Census Tract 7903.01, Bleckley County",3083,380,2.062248,1495,57453154.7915039,31323.1091062336
2264,Middle Georgia,No,13225040103,3372,Tract,2020,"Census Tract 401.03, Peach County",5692,503,8.721457,652.6,242960163.73877,73552.4708512564
2265,Middle Georgia,No,13225040104,3373,Tract,2020,"Census Tract 401.04, Peach County",2843,537,9.053473,314,252204566.525635,76051.5767710337
2266,Middle Georgia,No,13225040105,3374,Tract,2020,"Census Tract 401.05, Peach County",2402,398,14.316583,167.8,398827355.239258,105739.053770788
2267,River Valley,No,13215010608,3288,Tract,2020,"Census Tract 106.08, Muscogee County",4880,702,1.339861,3642.2,37327074.651123,24756.1291748381
2268,River Valley,No,13215010801,3293,Tract,2020,"Census Tract 108.01, Muscogee County",2489,469,2.632843,945.4,73348202.1003418,46395.7188491414
2269,River Valley,No,13215010607,3287,Tract,2020,"Census Tract 106.07, Muscogee County",5438,596,1.700019,3198.8,47360856.6594238,42266.4933998928
2270,Atlanta Regional Commission,Yes,13121006601,2297,Tract,2020,"Census Tract 66.01, Fulton County",1742,238,0.745097,2338,20761080.0803223,22421.9417762573
2271,River Valley,No,13215003301,3263,Tract,2020,"Census Tract 33.01, Muscogee County",1427,442,0.931206,1532.4,25942435.4052734,29586.5487276679
2272,River Valley,No,13215003302,3264,Tract,2020,"Census Tract 33.02, Muscogee County",2088,635,0.862686,2420.3,24033734.5020752,26286.1815034597
2273,River Valley,No,13215011200,3296,Tract,2020,"Census Tract 112, Muscogee County",1791,323,0.523681,3420,14589653.789917,23935.7257540305
2274,River Valley,No,13215011500,3298,Tract,2020,"Census Tract 115, Muscogee County",4618,671,5.258459,878.2,146496972.03064,75122.6536462621
2275,Southern Georgia,No,13027960301,1128,Tract,2020,"Census Tract 9603.01, Brooks County",3967,583,129.23238,30.7,3599067016.39783,419758.570849037
2276,Southern Georgia,No,13027960302,1129,Tract,2020,"Census Tract 9603.02, Brooks County",1547,426,7.937709,194.9,221067887.05188,78309.1123647696
2277,Atlanta Regional Commission,Yes,13121010108,2389,Tract,2020,"Census Tract 101.08, Fulton County",4566,802,1.927009,2369.5,53695753.0800781,37019.9961182565
2278,Georgia Mountains,No,13311950205,3731,Tract,2020,"Census Tract 9502.05, White County",2304,320,17.844542,129.1,497315724.205811,109896.567554723
2279,Southwest Georgia,No,13275960300,3582,Tract,2020,"Census Tract 9603, Thomas County",2691,509,56.017181,48,1559946542.0907,210218.119755069
2280,Southwest Georgia,No,13275960800,3590,Tract,2020,"Census Tract 9608, Thomas County",5746,766,62.942841,91.3,1752705128.18457,182895.47913927
2281,Southern Georgia,No,13185010604,3148,Tract,2020,"Census Tract 106.04, Lowndes County",5489,899,10.789668,508.7,300513044.37146,99911.627755038
2282,Three Rivers,Yes,13045910503,1207,Tract,2020,"Census Tract 9105.03, Carroll County",4053,821,7.181931,564.3,200145038.391602,76721.7598918309
2283,Three Rivers,Yes,13045911101,1220,Tract,2020,"Census Tract 9111.01, Carroll County",5166,893,5.039198,1025.2,140428983.276855,56036.1080277641
2284,Three Rivers,Yes,13045910203,1202,Tract,2020,"Census Tract 9102.03, Carroll County",4255,823,22.378239,190.1,623629665.059326,127207.384662471
2285,Three Rivers,Yes,13045911001,1218,Tract,2020,"Census Tract 9110.01, Carroll County",3560,567,10.521799,338.3,293205997.243652,90725.0833880095
2286,Three Rivers,Yes,13045910704,1210,Tract,2020,"Census Tract 9107.04, Carroll County",3762,416,15.287992,246.1,426020310.512207,109507.474426948
2287,Three Rivers,Yes,13045910708,1214,Tract,2020,"Census Tract 9107.08, Carroll County",3978,582,3.004835,1323.9,83736126.5893555,40377.1341179105
2288,Three Rivers,Yes,13045911002,1219,Tract,2020,"Census Tract 9110.02, Carroll County",3308,852,9.267708,356.9,258261005.376953,96879.8247172059
2289,Three Rivers,Yes,13045911102,1221,Tract,2020,"Census Tract 9111.02, Carroll County",3035,438,15.15978,200.2,422465755.923096,117580.382704751
2290,Southwest Georgia,No,13071970901,1718,Tract,2020,"Census Tract 9709.01, Colquitt County",2760,544,97.148026,28.4,2705368885.98083,290460.102329451
2291,Southwest Georgia,No,13071970902,1719,Tract,2020,"Census Tract 9709.02, Colquitt County",4030,682,41.354557,97.4,1151677523.69769,196853.944591323
2292,Southwest Georgia,No,13071970602,1713,Tract,2020,"Census Tract 9706.02, Colquitt County",3174,845,46.519806,68.2,1295535039.87537,179671.351969521
2293,Southwest Georgia,No,13071970703,1715,Tract,2020,"Census Tract 9707.03, Colquitt County",4552,667,14.29568,318.4,398121422.343201,105256.849572723
2294,Southwest Georgia,No,13071970704,1716,Tract,2020,"Census Tract 9707.04, Colquitt County",2377,389,2.053132,1157.7,57177748.3023071,53056.156229476
2295,Southwest Georgia,No,13071970601,1712,Tract,2020,"Census Tract 9706.01, Colquitt County",2127,487,34.285789,62,954804625.14856,171028.934293295
2296,Southwest Georgia,No,13071970302,1709,Tract,2020,"Census Tract 9703.02, Colquitt County",2431,653,17.60293,138.1,490232061.723633,118779.782457081
2297,Southwest Georgia,No,13071970102,1706,Tract,2020,"Census Tract 9701.02, Colquitt County",2245,451,59.677269,37.6,1662066227.97412,202750.033602353
2298,Southwest Georgia,No,13071970101,1705,Tract,2020,"Census Tract 9701.01, Colquitt County",3688,599,54.63456,67.5,1521575307.88342,217328.302122008
2299,Southwest Georgia,No,13071970301,1708,Tract,2020,"Census Tract 9703.01, Colquitt County",2218,485,0.872204,2543,24290169.7216797,20113.7930333545
2300,Southwest Georgia,No,13095010701,2040,Tract,2020,"Census Tract 107.01, Dougherty County",3405,708,1.512389,2251.4,42121276.7335205,29070.185477678
2301,Southwest Georgia,No,13095010702,2041,Tract,2020,"Census Tract 107.02, Dougherty County",2543,464,3.70461,686.4,103174567.576416,74713.1261237239
2302,Georgia Mountains,Yes,13085970103,1793,Tract,2020,"Census Tract 9701.03, Dawson County",3015,587,71.468071,42.2,1991692596.02173,260958.499200415
2303,Georgia Mountains,Yes,13085970204,1795,Tract,2020,"Census Tract 9702.04, Dawson County",3614,604,9.398366,384.5,261906125.166504,88025.4704474355
2304,Georgia Mountains,Yes,13085970206,1797,Tract,2020,"Census Tract 9702.06, Dawson County",4274,484,28.669165,149.1,798936378.317871,143097.245061328
2305,Southwest Georgia,No,13095000101,2019,Tract,2020,"Census Tract 1.01, Dougherty County",1670,499,1.279956,1304.7,35647520.1861572,26732.1006975831
2306,Georgia Mountains,Yes,13085970102,1792,Tract,2020,"Census Tract 9701.02, Dawson County",4432,401,26.208435,169.1,730365194.509277,174637.924221065
2307,Georgia Mountains,Yes,13085970205,1796,Tract,2020,"Census Tract 9702.05, Dawson County",3930,763,43.214794,90.9,1204275329.45215,214553.760678189
